,SMILES,Price_EUR_10g
4724,Cc1cc(F)ccc1[N+](=O)[O-],30
4748,COc1ccccc1NCC(F)(F)F,81
4789,CC(O)(CC(=O)O)C(F)(F)F,66
4806,CC(C)c1ccc(S)cc1,31
4808,OB(O)c1ccco1,49
4809,CC(=O)Nc1ccc(N)c(C(F)(F)F)c1,30
4810,NNc1ccccn1,53
4834,NNC(=O)Cc1cccc2ccccc12,36
4848,Cc1cccc(O)c1N,63
4849,COC(=O)c1n[nH]c(N)n1,48
4881,COc1ccnc(Cl)n1,83
4910,CCOC(=O)c1ccc(Cl)nc1,30
4911,C1CC2OC2C1,55
4944,Cc1cccc(Br)c1C,30
4945,Cc1c(C(=O)O)cnn1-c1ccccc1,85
4987,O=C1CCN(Cc2ccccc2)C1,33
5023,Fc1ccc(CN2CCCNCC2)cc1,88
5029,COc1cccc(C(=O)Cl)c1,38
5052,COc1ccc(C(=O)O)cn1,30
5056,O=C1CCCCN1,30
5067,COc1cc(C#N)ccn1,98
5068,Fc1ccc(C(F)(F)F)cc1F,48
5069,Cc1ccc(C(=O)O)cc1Cl,33
5071,CCCCCCCOc1ccc(C=O)cc1,68
5073,CC(C)(C)OC(=O)NC(C)(C)C(=O)O,30
5075,O=[N+]([O-])c1ccc(I)c(Cl)c1,40
5077,O=S(=O)(Cl)c1cc(F)c(F)c(F)c1,33
5078,NS(=O)(=O)c1ccc(Br)s1,26
5087,N#Cc1ccccc1CCl,46
5092,CC1(O)CCCC1,36
5096,CCC(C)CCl,73
5100,OCCc1ccccc1F,33
5101,N#Cc1cc(F)ccc1Br,41
5104,O=C(Oc1ccccc1)c1ccccc1,21
5109,O=[N+]([O-])c1ccc(Cl)c(CO)c1,56
5120,Oc1ccncn1,60
5122,O=Cc1ccc(-n2cccn2)cc1,67
5125,O=C(/C=C(\[O-])C(F)(F)F)c1ccc(F)cc1.[Na+],71
5129,Oc1ccc(-n2cncn2)cc1,78
5131,Brc1cn[nH]c1,30
5149,Cl.O=c1nccc[nH]1,30
5164,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,21
5165,Cl.ClCc1nc2ccccc2[nH]1,26
5167,Cc1ccnc(F)c1,30
5169,Nc1ccnn1-c1ccccc1,96
5170,N#CCOc1ccccc1,39
5172,O=C(O)C(F)(F)c1ccccc1,98
5189,Oc1c(Br)cccc1Br,30
5192,CC(NC(=O)OC(C)(C)C)C(=O)O,30
5194,CC(=O)OCCCCCl,26
5197,COc1cc2nc(Cl)nc(N)c2cc1OC,41
5200,COc1ccc(C(=O)c2ccc(OC)cc2OC)cc1,61
5207,CCN(CC)CCC(=O)O.Cl,76
5224,O=C(O)CCCCCl,30
5225,Cc1ccc(CC#N)cc1,30
5229,O=C1CCCCC1C1=CCCCC1,31
5231,COC(=O)C(=O)C(F)(F)F,30
5232,Nc1cc(Cl)nc(Cl)n1,45
5234,CCOC(=O)C(Br)C(C)C,30
5248,C=C(CBr)C(=O)OCC,93
5258,Nc1cccc(C(F)(F)F)n1,48
5259,O=[N+]([O-])c1ccnc(Cl)c1,46
5260,N#Cc1ccc(N)nc1,45
5263,Cc1ccc2nc(Cl)c(C=O)cc2c1,91
5265,CC(=O)CS(=O)(=O)c1ccccc1,41
5266,O=C(O)CC1CC1,54
5275,CS(C)(=O)=O,30
5277,O=C(O)c1cc(S(=O)(=O)Cl)ccc1F,51
5279,COC(=O)c1ccc([N+](=O)[O-])c(O)c1,44
5280,COC(=O)c1ccccc1S,89
5281,COC(=O)c1ccc(C)cc1O,46
5282,COC(=O)c1cc(C)ccc1O,85
5289,Nc1ccc(Br)cc1[N+](=O)[O-],30
5290,CC(C)(C)c1cc(N)[nH]n1,26
5298,Cc1ccc2ncccc2c1,33
5301,NCC1CC1,89
5309,O=C1CCc2cc(Cl)ccc21,30
5314,O=C(CCCl)Nc1ccc(F)cc1,84
5315,Cc1ccc(S(=O)[O-])cc1.[Na+],26
5319,Nc1ccccc1-c1nc2ccccc2[nH]1,53
5321,O=C(O)c1cccc(Cl)n1,31
5324,CC1(C)CC(=O)NC(=O)C1,51
5328,Cc1nc(CCl)nc2ccccc12,62
5351,O=C1c2ccccc2C(=O)N1CC1CO1,53
5352,CC(C)c1ccc(B(O)O)cc1,59
5355,Cc1ccc(F)nc1,30
5356,Brc1ncccn1,26
5358,Cc1ccccc1C(C)O,66
5371,N#CCC1=NC(=O)CS1,40
5375,NC(=S)c1ccc(C(F)(F)F)cc1,21
5377,C1CCC(N2CCNCC2)C1,87
5392,COC(=O)c1ccnc(Cl)c1,30
5411,Cl.Nc1nc2ccc(C(=O)O)cc2s1,79
5413,NCc1cccc(N)c1,26
5414,CCOC(=O)C(OCC)OCC,30
5416,COC(=O)c1cc(F)ccc1C,60
5417,CCOC(=O)N1CCC(=O)CC1,30
5418,Clc1cccc2cccnc12,50
5432,Brc1ccc2ncccc2c1,44
5434,Cc1cncc(C(=O)O)c1,30
5435,FC(F)(F)C1CO1,84
5436,COC(OC)(OC)c1ccccc1,36
5439,NNC(=O)c1cccc(C(F)(F)F)c1,95
5442,COc1ccc(OCC#N)cc1,69
5443,CC1CCC(=O)O1,30
5449,N#CCn1ccnc1,41
5453,NC(=NO)c1cccnc1,21
5455,O=C(Oc1ccccc1)Oc1ccccc1,30
5463,CC(N=C=S)c1ccccc1,34
5465,CC(C)(O)C(Cl)(Cl)Cl,26
5466,O=[N+]([O-])c1ccc2ncccc2c1,36
5468,O=[N+]([O-])c1ccc(O)c2ccccc12,89
5470,CC(C)N1CCNCC1,44
5472,CC1CNCC(C)N1,30
5476,BrCCCCCCCCBr,30
5479,COC(=O)CCC(=O)O,30
5482,c1c[nH]nn1,35
5496,Cc1cc([N+](=O)[O-])ccc1O,33
5497,CC(C)(C)OC(=O)N1CCCCC1=O,55
5514,O=C(O)c1ccc2ncccc2c1,29
5518,CCO[Si](CCCS)(OCC)OCC,30
5522,O=[N+]([O-])c1cccc(CO)c1,21
5523,N#Cc1ncccn1,30
5531,O=C(O)c1cnc[nH]1,50
5533,COC(=O)Cc1c[nH]c2ccccc12,48
5546,O=C(O)Cc1nnn[nH]1,69
5550,CN1C2CCC1CC(=O)C2,26
5559,Cc1ccc2ccc(Cl)cc2n1,30
5563,Cc1c(N)cc(C(=O)O)cc1N,72
5576,NC(=O)c1cccc(N)c1,69
5582,C=CC(=O)Nc1ccccc1,63
5584,Cc1cc(C)c(CCl)c(C)c1,49
5588,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,21
5600,COC(=O)c1cccc(OC)c1O,34
5605,Nc1cccc(Cl)c1C(=O)O,30
5614,Cc1cccc(Cl)n1,30
5621,O=C1CC[C@@H](CO)N1,38
5663,Cc1cccc([N+](=O)[O-])c1C(=O)O,58
5673,COC(OC)c1ccncn1,71
5680,NC(N=O)=C1C=CC=CN1,28
5688,Clc1nc2ccccc2o1,48
5689,CCC(C)Br,26
5740,Cc1ccc(F)cc1C(=O)O,39
5774,NC(c1ccccc1)(c1ccccc1)c1ccccc1,30
5792,Nc1cc(Cl)ccc1S,48
5796,Brc1cncc2ccccc12,30
5800,CCOC(=O)C1CCC(=O)CC1,30
5804,Cc1ccccc1C(=O)c1ccccc1,30
5816,Ic1cnccn1,65
5820,CC(=O)c1ccc2c(c1)NC(=O)CO2,74
5827,Clc1csc(Cl)n1,45
5855,C#Cc1cccc(N)c1,49
5866,C1CCC2OC2C1,26
5875,Nc1cccc(OC(F)(F)F)c1,30
5878,COc1cc([N+](=O)[O-])ccc1O,45
5893,NC(=S)Nc1ccccc1Cl,69
5895,Cc1ccc(NC(N)=S)c(C)c1,45
5896,NC(=S)Nc1ccc(OC(F)(F)F)cc1,51
5899,Nc1cnc2ccccc2c1,65
5910,Clc1ccc(C2CO2)cc1,85
5914,Cc1cc(N)n(C)n1,48
5927,Cn1ncc(Cl)c(Cl)c1=O,83
5939,O=C1OC(=O)c2ncccc21,30
5941,O=C(O)c1ccc(C(F)(F)F)cn1,96
5943,O=S(=O)(F)Cc1ccccc1,39
5968,O=c1[nH]ncc(Br)c1Br,45
5981,Cc1cccc(B(O)O)c1,30
5982,Cc1ccc(B(O)O)cc1,30
5985,N#CCC(=O)c1cccc(Cl)c1,40
5986,CCCCCc1ccccc1,35
5997,O=[N+]([O-])c1cnc(Cl)nc1Cl,61
5998,O=C(O)C1(c2ccc(Br)cc2)CC1,89
6004,O=C(O)c1cc2cc(Cl)ccc2[nH]1,56
6035,O=C(O)CNC(=O)C(F)(F)F,63
6048,CN(C)S(N)(=O)=O,69
6049,O=[N+]([O-])c1ccc(Br)cn1,30
6050,Fc1ccc(Br)cn1,30
6051,COc1cccc(Br)n1,36
6067,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,27
6069,N#CCc1ccc2c(c1)OCO2,45
6094,CN1CCCC1CO,60
6113,COc1cc(F)cc(F)c1,35
6122,CCOC(=O)c1c(C)[nH]c(C=O)c1C,91
6130,N#CCc1ccsc1,89
6137,O=C1CC(c2ccccc2)C(=O)O1,89
6143,O=C(CCl)OCc1ccccc1,60
6155,c1cc(-c2ccncc2)ccn1,30
6177,O=C(O)COCc1ccccc1,49
6191,NCCc1ccc2c(c1)OCO2,55
6196,O=C(O)c1ccc(SC(F)(F)F)cc1,89
6285,Cl.NNc1ccccc1Cl,30
6296,Cc1ccc(C#N)cc1F,30
6306,c1ccc2c(c1)CCO2,30
6307,CS(=O)(=O)c1ccc(C(=O)CBr)cc1,44
6311,Cc1ccc(S(N)(=O)=O)c(C)c1,65
6325,CCc1ccc(C#N)cc1,96
6331,C1CCC2CNCCC2C1,49
6372,Nc1c(F)cc(Br)cc1F,30
6378,O=C(O)c1ccc(CBr)cc1,38
6398,O=C(CBr)c1c(F)cccc1F,87
6401,O=C(O)c1c[nH]c2ccccc12,30
6416,CNC(=O)c1cc(Cl)ccn1,31
6428,O=C(/C=C(\[O-])C(F)(F)F)c1ccc(Cl)cc1.[Na+],91
6429,COc1ccc(C(N)CC(=O)O)cc1,21
6452,CCC(C(C)=O)C(C)=O,85
6462,Oc1cc(Cl)cc(Cl)c1,35
6511,N#CCCC#N,30
6512,CC1(C)CC(=O)OC1=O,48
6546,CSC(=C[N+](=O)[O-])SC,46
6550,O=C1OC(=O)[C@@H]2CC=CC[C@H]12,26
6585,COc1cc2ncnc(Cl)c2cc1OC,90
6590,C[Si](C)(C)C#CCBr,58
6645,O=C1c2ccccc2C(=O)N1CCCBr,30
6656,O=C(O)c1cnc2ccccc2n1,48
6716,CS(=O)(=O)N1CCC(N)CC1.Cl,51
6757,O=Cc1c[nH]nc1-c1ccc(F)cc1,97
6782,NS(=O)(=O)c1ccc(C(=O)O)cc1,26
6852,CNC(C)c1ccccc1,76
6857,COc1ccc(C(C)=O)cc1Br,61
6866,Cl.c1ccc2[nH]c(C3CCNCC3)nc2c1,60
6942,Cl.NN(Cc1ccccc1)c1ccccc1,49
6968,Cc1ccc(C(=O)O)cc1O,48
6977,Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,58
7005,O=C(O)c1cc(Cl)ccc1I,35
7010,CC(=O)Nc1cc(C(=O)O)ccc1C,90
7035,Nc1ccc(SC(F)(F)F)cc1,61
7036,Cl.NNc1cccc(C(F)(F)F)c1,40
7038,Cc1ccnc(=S)[nH]1.Cl,30
7075,NC(=O)Nc1ccc(Cl)cc1,49
7079,O=C(O)c1cc2c(Cl)cccc2s1,75
7099,NCC1CCOC1,54
7114,Clc1cc2ccccc2c(Cl)n1,90
7122,Cl.NNc1ccc(F)c(F)c1F,58
7129,COC(=O)C(N)C(C)C.Cl,38
7130,O=C(O)CC(=O)CC(=O)O,30
7131,O=[N+]([O-])c1cc(CO)ccc1Cl,56
7142,Cc1ccc(C(=O)O)c(Cl)n1,35
7144,Cc1ccc(F)c(O)c1,29
7148,O=C(O)Cc1noc2ccccc12,49
7157,COc1ccc(C=O)cn1,66
7175,Cc1ccc(C(N)=O)cc1N,41
7177,Nc1ncccc1[N+](=O)[O-],36
7190,CCCCC(=O)CC,29
7191,CC(=O)c1ccc(O)c(C)c1,38
7192,O=[N+]([O-])c1ccc(O)cc1F,53
7201,O=C(CCc1ccccc1)c1ccccc1O,21
7210,Cc1cccc(Br)n1,30
7220,FC(F)Oc1ccc(Br)cc1,48
7230,Cc1cn[nH]c1,30
7235,Cc1ccc(N)cc1S(N)(=O)=O,21
7249,N#CCc1cc(F)cc(F)c1,44
7251,Cc1cc(C)c(CN)c(=O)[nH]1.Cl,81
7254,CCOC(=O)C(N)C(=O)OCC.Cl,30
7266,Nc1ccc(F)cc1O,33
7269,Cc1cc(Cl)nc(Cl)c1C#N,30
7283,Clc1cncc(Cl)c1,30
7310,NC(=O)C(Cl)Cl,31
7314,Cc1ccc[nH]c1=O,41
7315,O=C(c1ccccc1)C1CCCC1,60
7350,Nc1cccc(OCc2ccccc2)c1,21
7353,Nc1cc(F)ccc1O,43
7354,OCc1cc(Br)ccc1F,71
7358,O=Cc1ccc2c(c1)CCO2,51
7376,COC(=O)c1sccc1S(=O)(=O)Cl,26
7383,Cl.OCc1cnc[nH]1,43
7409,Cc1ncc(C#N)c(N)n1,91
7415,COc1ccc(C=NO)cc1OC,63
7417,COc1cccc(CCN)c1,49
7418,CCOC(OCC)(OCC)c1ccccc1,35
7439,Cc1cccc(F)n1,30
7444,O=C1Nc2cc(Br)ccc2C1=O,50
7450,Cc1ccc(I)cc1[N+](=O)[O-],44
7466,O=C(O)CCOc1ccc(Cl)cc1,82
7479,OCC1CCOC1,75
7537,Nc1ccc([N+](=O)[O-])cc1F,30
7545,COC(=O)c1ccccc1C,21
7546,Cc1ccc(F)cc1[N+](=O)[O-],30
7547,N#Cc1cccc(O)c1,30
7554,O=C=NCCCCl,50
7571,O=C1CCC(=O)CC1,30
7601,O=C(O)c1ccnc(C(=O)O)c1,69
7609,O=C1CCC(C(=O)O)CC1,71
7624,NC(=O)c1ccc(Cl)c(N)c1,23
7630,Nc1cccc(NC(=O)c2ccccc2)c1,90
7631,NCc1cc(F)ccc1F,29
7636,O=C(O)CCc1ccc(Cl)cc1Cl,35
7641,O=C1Cc2cc([N+](=O)[O-])ccc2N1,98
7650,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,26
7663,Clc1nc(Cl)nc(N2CCOCC2)n1,42
7668,O=C1Cc2cc(Br)ccc2N1,48
7669,O=Cc1cccc2[nH]ccc12,51
7673,CC(C)Oc1ccccc1,44
7686,O=S(=O)(Cl)c1ccccc1C(F)(F)F,45
7692,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,26
7697,OCC1CCOCC1,58
7701,Brc1nc2ccccc2s1,68
7737,Cc1cc(N)cc(F)c1,41
7738,Cc1cc(F)ccc1C=O,55
7741,CC(=O)c1cccc(C)c1,29
7756,Cc1ccc(B(O)O)cc1[N+](=O)[O-],84
7768,CCSCCCl,85
7770,NCC1CCOCC1,38
7776,BrCC1CCOCC1,57
7790,Cc1ccc(CCCC(=O)O)cc1,74
7792,CN(CC(=O)O)C(=O)OC(C)(C)C,30
7805,CC(C)(C)OC(=O)N1CCC(CN)CC1,50
7806,Nc1ncccc1C=O,60
7807,Nc1c(Cl)cccc1[N+](=O)[O-],89
7810,O=C(OCc1ccccc1)N1CCCC(CO)C1,76
7845,N#Cc1c(O)cccc1F,83
7846,O=C(Cl)C1CCOCC1,77
7857,Cl.NCCc1c[nH]c2ccc(Cl)cc12,38
7859,N#CCc1cc(Br)ccc1F,72
7864,CN1CCC(C(=O)O)CC1.Cl,41
7866,CCCCCCCCCCCCN,56
7870,CCOC(=O)CCCCCCCCC(=O)OCC,76
7871,Cc1ccc(C(=O)O)cc1Br,30
7874,Nc1cnc(Br)cn1,30
7877,NCc1ccco1,30
7880,O=Cc1cccc(C=O)c1,30
7883,O=C(O)COc1cccc(F)c1,76
7896,Cc1cccc2[nH]ccc12,95
7907,O=[N+]([O-])c1ccn[nH]1,30
7917,COc1ccc2c(c1)C(=O)C(=O)N2,44
7926,CCC(=O)c1cc(F)ccc1F,46
7932,Nc1c(O)cccc1[N+](=O)[O-],36
7942,CC(=O)c1ccccc1C(F)(F)F,41
7955,Cc1cc(Br)ccc1S(=O)(=O)Cl,53
7964,CCOC(=O)C(N)=S,49
7969,CC1(CCl)CO1,45
7971,CC(C)(C)OC(=O)N1CCC(N)CC1,26
8002,Fc1ccc(Cl)nc1,49
8005,N#Cc1ccnc(N)c1,85
8021,CNC(=O)C1CCN(C(=O)OC(C)(C)C)CC1,60
8023,O=[N+]([O-])c1cccc(OCCBr)c1,76
8037,Fc1ccc(Cl)cn1,45
8056,CCOc1ccccc1OCCBr,49
8060,COCCCCl,66
8065,COc1ccc(C(=O)c2ccc(F)cc2)cc1,30
8082,COc1ccc(NC(C)=O)c([N+](=O)[O-])c1,81
8084,NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,58
8090,Cc1cc(C)c(O)c([N+](=O)[O-])c1,79
8099,CC(C)(C)OC(=O)NC1CCCNC1,76
8100,O=Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,52
8103,O=C(O)C(F)(F)C(F)(F)C(=O)O,69
8104,O=C1CCN(C(=O)OCc2ccccc2)CC1,30
8121,O=C(O)c1cc(=O)c2ccccc2o1,46
8123,CC(O)c1ccc(Br)cc1,31
8125,Cc1cc(C#N)c(N)s1,21
8126,NC(=O)c1cc(Cl)ccc1N,44
8128,N#Cc1nccnc1Cl,30
8131,Clc1nc2ccccc2[nH]1,30
8135,O=C(O)c1cccc(Br)n1,33
8138,CC(C)(C)OC(=O)NC1(C(=O)O)CCCCC1,96
8157,O=[N+]([O-])c1ccc(O)c(F)c1,30
8168,N#Cc1c(F)cccc1I,29
8181,Cc1ccc([N+](=O)[O-])cc1F,30
8182,OCC1CCC1,44
8190,O=Cc1ccc(CO)o1,45
8192,Cl.NC1Cc2ccccc2C1,74
8194,COC(=O)Cc1ccc(N)cc1,69
8200,CC(C)=C(C)C,53
8214,Oc1c(F)cccc1F,80
8215,CS(=O)(=O)c1ccc(O)cc1,30
8220,CC(C)(C)OC(=O)NCCN,30
8222,Nc1ccc(O)c(Cl)c1,49
8225,Cn1c(C(=O)O)cc2ccccc21,64
8229,CC(=O)c1sccc1C,82
8247,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,30
8248,C=CC(=O)CC,70
8264,CCCN1CCNCC1,55
8276,CNCc1cccc2ccccc12.Cl,26
8283,Cc1[nH]c2ccccc2c1CC(=O)O,46
8289,CCOC(=O)N1CCC(O)CC1,21
8317,CCNN.O=C(O)C(=O)O,78
8322,Cl.NC1CCOCC1,63
8338,CN(C)CCn1nnnc1S,38
8343,O=[N+]([O-])c1cc(F)ccc1O,30
8357,CCOC=C(C(=O)OCC)C(=O)C(F)(F)F,26
8367,COc1cc(CN)cc(OC)c1,81
8385,COC(=O)C1CCCCN1,21
8413,Cc1[nH]cnc1CO,28
8433,NC(=O)c1cn[nH]c1N,21
8449,NNc1cnccn1,73
8470,Cl.O[C@H]1CCNC1,30
8475,CC(O)c1c(Cl)ccc(F)c1Cl,48
8495,COC(=O)C1(N)CCCCC1.Cl,87
8510,Cc1cc([N+](=O)[O-])ccc1Cl,29
8524,Cl.Cl.O=C(O)C1CNCCN1,26
8528,CNS(C)(=O)=O,26
8539,CCOC(=O)C(F)Br,49
8541,CC(=O)NC(=N)N,33
8545,Cc1cccc(O)c1[N+](=O)[O-],30
8547,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],83
8552,CS(=O)(=O)N1CCNCC1,51
8553,Fc1ccc(Br)c(CBr)c1,34
8562,O=C(O)c1cnc(O)c(Cl)c1,46
8563,O=C(O)c1cccc2c1OCCO2,44
8573,O=S(=O)(Cl)C1CC1,76
8578,Cc1ccc(Oc2ccc(N)cc2)cc1,39
8582,NC(=S)Nc1ccccc1F,26
8600,COC(=O)c1cccc(C(=O)OC)c1,30
8606,N#CCN.O=S(=O)(O)O,21
8608,NNc1ccc(OC(F)(F)F)cc1,53
8633,O=C(O)c1ccc([N+](=O)[O-])c(F)c1,36
8634,Clc1cccc(Cl)c1Cl,26
8636,O=Cc1c[nH]c2cc(F)ccc12,80
8638,COc1cc(OC)nc(Cl)n1,36
8659,Cc1nc(Cl)c(N)c(Cl)n1,40
8662,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,33
8663,N#Cc1cc(C(F)(F)F)ccc1Cl,31
8666,O=C(O)Cc1ccc(OC(F)(F)F)cc1,58
8668,COc1ccc(C(=O)O)cc1N,30
8669,Cc1ccc(S(=O)(=O)n2ccc(C(=O)O)c2)cc1,63
8670,O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1Br,71
8672,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O,27
8673,CC(C)(C)OC(=O)N1CCCNCC1,66
8675,Fc1cc(Br)cc(Br)c1,30
8691,CCN(CC)c1ccc(C=NO)cc1,47
8700,Cl.NNc1cccc(Cl)c1F,94
8701,O=C1OCCO1,30
8702,Clc1ccc2[nH]ccc2c1,40
8705,CCCc1ccc(O)cc1,39
8709,NS(=O)(=O)c1cccc(F)c1,46
8712,O=c1cccn[nH]1,35
8713,Fc1ccc(-c2cc[nH]n2)cc1,58
8743,Cl.ClCC1=NCCN1,35
8784,CCOC(=O)C1CN(Cc2ccccc2)CCC1=O.Cl,30
8804,COc1cc(C(=O)O)ccc1OCc1ccccc1,69
8823,O=C(O)C1CCOC1,93
8866,COC(=O)c1sc2ccccc2c1N,75
8940,O=C1Nc2cccc(Br)c2C1=O,45
8945,O=C(O)c1ccccc1C(=O)c1ccc(F)cc1,97
9007,NC(=S)Nc1ccccn1,53
9010,Cc1ccc(N)cc1C(F)(F)F,60
9039,N#CCc1ccc(F)cc1F,44
9072,OCc1cccc(Cl)c1,30
9075,O=C(O)C1(C(=O)O)CCC1,30
9079,Nc1ccc(Br)cc1C(F)(F)F,30
9086,O=C(O)CCC(F)(F)F,49
9097,Clc1ccc(N2CCCC2)nn1,90
9121,CCS(=O)(=O)N1CCNCC1,93
9126,Cc1cc(Cl)c2ccccc2n1,99
9142,OB(O)c1ccc(Cl)c(Cl)c1,33
9152,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,30
9155,O=c1[nH]c2ccccc2s1,29
9156,Oc1nccc(C(F)(F)F)n1,45
9160,O=C(O)C(=O)Cc1ccccc1,69
9161,CNc1ccccc1F,33
9165,O=c1[nH]c2cc([N+](=O)[O-])ccc2o1,67
9167,Cc1cccc(C)c1C=O,46
9193,COc1cccc(S)c1,95
9198,CNCc1ccccc1F,74
9203,OB(O)c1cccc(F)c1,30
9206,O=Cc1cccc(OC(F)(F)F)c1,41
9207,Cc1ccnc(C#N)c1,50
9208,Cl.NNc1ccc(Br)cc1F,53
9210,O=C(O)c1cc(F)c(F)c(F)c1,35
9219,O=C(O)c1cc(F)c(Cl)cc1Cl,31
9221,COC(=O)c1ccc(O)c([N+](=O)[O-])c1,39
9239,COC1=NCCCCC1,75
9240,COC1=NCCC1,88
9241,CC(=O)c1cc(F)c(Cl)cc1Cl,26
9277,COc1ccccc1B(O)O,30
9279,NC(=S)Nc1cccc(C(F)(F)F)c1,21
9280,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1,30
9281,CS(=O)(=O)c1ccc(N)cc1,30
9282,Cc1cc(C)c(C)c(O)c1,26
9301,COc1ccc(NC(N)=S)cc1,25
9303,Cc1cc(C)n(-c2ccccc2)n1,56
9316,COC(=O)CCCN.Cl,46
9324,Nc1cc(Br)cnc1N,46
9330,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,60
9334,CC(=O)c1ccsc1,38
9339,CCCCCCC(=O)CCCCCC,58
9347,O=C(O)CCc1cccnc1,86
9349,COC(=O)c1sc(N)nc1C,66
9353,COc1cccc2sc(N)nc12,75
9381,COc1ccc2c(c1)C(=O)CCC2,30
9396,Cc1cccc(=O)[nH]1,30
9444,NC(=S)Nc1cccc(C(=O)O)c1,88
9456,c1csc(CNCc2cccs2)c1,29
9580,NC(=O)c1ccc(F)c(F)c1,21
9604,COCCc1ccccc1,49
9660,OCCc1ccc(F)cc1,30
9712,CCc1ccc(CC)cc1,66
9713,CCc1cccs1,41
9763,Cl.O=S(=O)(Cl)c1cccnc1,54
9797,COc1cc([N+](=O)[O-])c(C(=O)O)cc1O,83
9808,COC(=O)CCCCCN,78
9817,Nc1nc2cc(Br)ccc2o1,94
9891,Cl.NN1CCCCC1,41
9898,Nc1ccc(C(=O)O)cc1Br,69
9914,Cl.Nc1ccc2[nH]ncc2c1,39
9915,Cn1nccc1C(=O)O,74
9956,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,46
9958,COc1ccc(C=O)cc1CCl,95
10031,c1ccc2c(c1)NCCO2,66
10067,OC1CCC2(CC1)OCCO2,60
10114,Nc1cc(C(=O)O)ccn1,34
10116,COc1ccc(Br)cc1N,90
10131,CCOC(=O)c1cnn(C(C)(C)C)c1N,96
10136,Oc1ccc(Cl)nc1,48
10150,O=[N+]([O-])c1ccc(OCCBr)cc1,68
10174,FC(F)(F)c1ccc(CCl)cc1,41
10177,Cc1cc(=O)cc(C)[nH]1,44
10204,O=[N+]([O-])c1cc(Cl)ccc1Br,30
10207,CCOC(=O)c1ccn[nH]1,39
10247,Cc1cc(N)ncc1[N+](=O)[O-],45
10250,O=C(O)c1ccc2c(c1)CCCC2,89
10265,FC(F)(F)Oc1cccc(I)c1,70
10266,CC(=O)c1ccccc1OC(F)(F)F,63
10290,Nc1cccc(S(=O)(=O)Nc2ccccc2)c1,80
10293,CCCCC(CC)C(=O)O,26
10384,Cc1cccc(C)n1,30
10398,O=C(O)C1CCN(c2ccc(Br)cn2)CC1,91
10404,Nc1ccc(OC(F)F)cc1,38
10411,O=[N+]([O-])c1ccc(F)c(F)c1,30
10449,OCC12CC3CC(CC(C3)C1)C2,29
10450,O=C(O)c1cccc(Oc2ccccc2)c1,48
10463,Nc1ccc(-n2ccnc2)cc1,83
10472,O=C(O)COC1CCCCC1,95
10481,CC(Br)c1ccccc1,45
10607,Cc1ccc(-c2csc(N)n2)cc1,28
10621,O=C(O)c1cc(Cl)nnc1Cl,75
10622,O=Cc1ccc(F)c(Br)c1,30
10657,ClCC1CC1,48
10658,CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C,36
10659,Oc1ncnc2cccc(F)c12,67
10660,O=C(O)c1ccc(F)c(Br)c1,30
10670,O=c1cn[nH]c(=O)[nH]1,46
10687,O=C(O)c1ccc(I)c(Br)c1,60
10690,CC(C)(C)OC(=O)N1CC2(CC2)C[C@H]1C(=O)O,48
10697,CNC1CCN(C(=O)OC(C)(C)C)CC1,69
10708,O=[N+]([O-])c1cccc(N2CCNCC2)c1,40
10710,O=[N+]([O-])c1cc(Br)ccc1I,45
10732,NC(=O)CCc1ccccc1,67
10759,CC1=CC(C)(C)Nc2ccccc21.Cl,25
10802,CC(C)(C)OC(=O)N1CCC(C(=O)O)C1,48
10823,CC(C)(C)OC(=O)N1CCC(N)C1,83
10825,CC(C)(C)OC(=O)N1CC(=O)C1,30
10827,COC(=O)c1ccnc(N)c1,41
10830,CC(C)OC(=O)CN.Cl,52
10851,Cc1nc(Cl)cc(Cl)n1,30
10854,CCOC(=O)c1nnn[nH]1,36
10872,Nc1ncc(Br)cc1I,61
10877,Brc1cnc2[nH]ccc2c1,40
10912,CC(C)(C)OC(=O)N1CCC(C#N)CC1,53
10936,Clc1ccc(Br)nc1,30
10973,CN(C)CCC#N.Cl,31
10995,Cl.Cl.Nc1cnccc1O,55
11001,COC(=O)CCCCCCN.Cl,83
